"","Regi√£o","C√≥gigo_UF","UF","0 dias nos √∫ltimos sete dias n","0 dias nos √∫ltimos sete dias %","1 dia nos ultimos sete dias n","1 dia nos ultimos sete dias %","2 dias nos √∫ltimos sete dias n","2 dias nos √∫ltimos sete dias %","3 dias nos √∫ltimos sete dias n","3 dias nos √∫ltimos sete dias %","4 dias nos √∫ltimos sete dias n","4 dias nos √∫ltimos sete dias %","5 dias nos √∫ltimos sete dias n","5 dias nos √∫ltimos sete dias %","6 dias nos √∫ltimos sete dias n","6 dias nos √∫ltimos sete dias %","Todos os √∫ltimos sete dias n","Todos os √∫ltimos sete dias %","Total de indiv√≠duos","ano","grupo"
"1858","NORDESTE",25,"PB",267,"26%",105,"10%",106,"10%",84,"8%",245,"24%",18,"2%",28,"3%",184,"18%",1037,"2013","legumes, verduras cozidas"
"1859","NORDESTE",26,"PE",108,"37%",43,"15%",53,"18%",38,"13%",13,"4%",7,"2%",5,"2%",24,"8%",291,"2013","legumes, verduras cozidas"
"1860","NORDESTE",22,"PI",390,"40%",197,"20%",174,"18%",94,"10%",32,"3%",28,"3%",14,"1%",53,"5%",982,"2013","legumes, verduras cozidas"
"1861","NORDESTE",24,"RN",183,"38%",61,"13%",67,"14%",57,"12%",22,"5%",6,"1%",9,"2%",81,"17%",486,"2013","legumes, verduras cozidas"
"1862","NORDESTE",28,"SE",3,"20%",1,"7%",5,"33%",1,"7%",1,"7%",1,"7%",1,"7%",2,"13%",15,"2013","legumes, verduras cozidas"
"1863","TOTAL REGI√O NORDESTE",NA,"",3172,"30%",1505,"14%",1619,"15%",1098,"10%",699,"7%",348,"3%",288,"3%",1930,"18%",10659,"2013","legumes, verduras cozidas"
"1864","NORTE",12,"AC",4,"19%",3,"14%",3,"14%",4,"19%",0,NA,2,"10%",2,"10%",3,"14%",21,"2013","legumes, verduras cozidas"
"1865","NORTE",13,"AM",208,"44%",68,"14%",72,"15%",50,"11%",10,"2%",11,"2%",6,"1%",51,"11%",476,"2013","legumes, verduras cozidas"
"1866","NORTE",16,"AP",20,"31%",11,"17%",10,"15%",5,"8%",2,"3%",2,"3%",1,"2%",14,"22%",65,"2013","legumes, verduras cozidas"
"1867","NORTE",15,"PA",1179,"26%",851,"19%",844,"19%",519,"12%",196,"4%",118,"3%",193,"4%",554,"12%",4454,"2013","legumes, verduras cozidas"
"1868","NORTE",11,"RO",8,"33%",5,"21%",4,"17%",2,"8%",4,"17%",0,NA,0,NA,1,"4%",24,"2013","legumes, verduras cozidas"
"1869","NORTE",14,"RR",2,"33%",2,"33%",2,"33%",0,NA,0,NA,0,NA,0,NA,0,NA,6,"2013","legumes, verduras cozidas"
"1870","NORTE",17,"TO",286,"24%",182,"15%",218,"18%",136,"11%",81,"7%",62,"5%",61,"5%",161,"14%",1187,"2013","legumes, verduras cozidas"
"1871","TOTAL REGI√O NORTE",NA,"",1707,"27%",1122,"18%",1153,"18%",716,"11%",293,"5%",195,"3%",263,"4%",784,"13%",6233,"2013","legumes, verduras cozidas"
"1872","SUDESTE",32,"ES",57,"15%",44,"12%",57,"15%",61,"16%",25,"7%",16,"4%",16,"4%",105,"28%",381,"2013","legumes, verduras cozidas"
"1873","SUDESTE",31,"MG",904,"10%",930,"10%",1278,"14%",1275,"14%",931,"10%",798,"9%",683,"8%",2259,"25%",9058,"2013","legumes, verduras cozidas"
"1874","SUDESTE",33,"RJ",569,"26%",322,"14%",339,"15%",285,"13%",119,"5%",93,"4%",49,"2%",448,"20%",2224,"2013","legumes, verduras cozidas"
"1875","SUDESTE",35,"SP",2543,"24%",1977,"19%",1581,"15%",1347,"13%",626,"6%",442,"4%",320,"3%",1763,"17%",10599,"2013","legumes, verduras cozidas"
"1876","TOTAL REGI√O SUDESTE",NA,"",4073,"18%",3273,"15%",3255,"15%",2968,"13%",1701,"8%",1349,"6%",1068,"5%",4575,"21%",22262,"2013","legumes, verduras cozidas"
"1877","SUL",41,"PR",502,"24%",305,"15%",328,"16%",280,"14%",134,"6%",109,"5%",84,"4%",320,"16%",2062,"2013","legumes, verduras cozidas"
"1878","SUL",43,"RS",284,"31%",145,"16%",126,"14%",106,"12%",56,"6%",27,"3%",11,"1%",152,"17%",907,"2013","legumes, verduras cozidas"
"1879","SUL",42,"SC",95,"17%",41,"7%",60,"11%",57,"10%",49,"9%",37,"7%",60,"11%",150,"27%",549,"2013","legumes, verduras cozidas"
"1880","TOTAL REGI√O SUL",NA,"",881,"25%",491,"14%",514,"15%",443,"13%",239,"7%",173,"5%",155,"4%",622,"18%",3518,"2013","legumes, verduras cozidas"
"1881","TOTAL BRASIL",NA,"",11838,"23%",7429,"15%",7711,"15%",6233,"12%",3411,"7%",2448,"5%",2088,"4%",9327,"18%",50485,"2013","legumes, verduras cozidas"
"1882","CENTRO-OESTE",53,"DF",125,"12%",91,"8%",92,"9%",95,"9%",55,"5%",37,"3%",25,"2%",562,"52%",1082,"2013","leite"
"1883","CENTRO-OESTE",52,"GO",234,"15%",112,"7%",158,"10%",171,"11%",129,"8%",109,"7%",68,"4%",616,"39%",1597,"2013","leite"
"1884","CENTRO-OESTE",50,"MS",256,"17%",125,"8%",171,"12%",124,"8%",96,"6%",77,"5%",58,"4%",573,"39%",1480,"2013","leite"
"1885","CENTRO-OESTE",51,"MT",697,"19%",311,"9%",338,"9%",276,"8%",187,"5%",154,"4%",127,"4%",1525,"42%",3615,"2013","leite"
"1886","TOTAL REGI√O CENTRO-OESTE",NA,"",1312,"17%",639,"8%",759,"10%",666,"9%",467,"6%",377,"5%",278,"4%",3276,"42%",7774,"2013","leite"
"1887","NORDESTE",27,"AL",191,"12%",145,"9%",224,"14%",200,"12%",102,"6%",63,"4%",41,"3%",661,"41%",1627,"2013","leite"
"1888","NORDESTE",29,"BA",622,"17%",338,"9%",338,"9%",338,"9%",208,"6%",132,"4%",133,"4%",1589,"43%",3698,"2013","leite"
"1889","NORDESTE",23,"CE",441,"23%",174,"9%",182,"10%",158,"8%",81,"4%",78,"4%",51,"3%",739,"39%",1904,"2013","leite"
"1890","NORDESTE",21,"MA",116,"19%",48,"8%",68,"11%",39,"6%",17,"3%",13,"2%",14,"2%",299,"49%",614,"2013","leite"
"1891","NORDESTE",25,"PB",139,"13%",280,"27%",94,"9%",83,"8%",34,"3%",39,"4%",27,"3%",347,"33%",1043,"2013","leite"
"1892","NORDESTE",26,"PE",58,"20%",27,"9%",27,"9%",32,"11%",21,"7%",10,"3%",11,"4%",105,"36%",291,"2013","leite"
"1893","NORDESTE",22,"PI",132,"13%",68,"7%",72,"7%",69,"7%",48,"5%",28,"3%",24,"2%",551,"56%",992,"2013","leite"
"1894","NORDESTE",24,"RN",78,"16%",37,"8%",48,"10%",42,"9%",33,"7%",16,"3%",14,"3%",217,"45%",485,"2013","leite"
"1895","NORDESTE",28,"SE",2,"13%",4,"27%",2,"13%",2,"13%",3,"20%",0,NA,0,NA,2,"13%",15,"2013","leite"
"1896","TOTAL REGI√O NORDESTE",NA,"",1779,"17%",1121,"11%",1055,"10%",963,"9%",547,"5%",379,"4%",315,"3%",4510,"42%",10669,"2013","leite"
"1897","NORTE",12,"AC",5,"24%",4,"19%",3,"14%",1,"5%",1,"5%",1,"5%",0,NA,6,"29%",21,"2013","leite"
"1898","NORTE",13,"AM",98,"21%",71,"15%",49,"10%",45,"9%",37,"8%",14,"3%",14,"3%",149,"31%",477,"2013","leite"
"1899","NORTE",16,"AP",10,"15%",2,"3%",5,"8%",1,"2%",7,"11%",3,"5%",1,"2%",36,"55%",65,"2013","leite"
"1900","NORTE",15,"PA",821,"19%",376,"8%",382,"9%",356,"8%",198,"4%",168,"4%",199,"4%",1928,"44%",4428,"2013","leite"
"1901","NORTE",11,"RO",4,"17%",1,"4%",0,NA,1,"4%",1,"4%",2,"8%",1,"4%",14,"58%",24,"2013","leite"
"1902","NORTE",14,"RR",1,"17%",0,NA,0,NA,1,"17%",0,NA,0,NA,0,NA,4,"67%",6,"2013","leite"
"1903","NORTE",17,"TO",196,"17%",106,"9%",114,"10%",84,"7%",59,"5%",40,"3%",47,"4%",541,"46%",1187,"2013","leite"
"1904","TOTAL REGI√O NORTE",NA,"",1135,"18%",560,"9%",553,"9%",489,"8%",303,"5%",228,"4%",262,"4%",2678,"43%",6208,"2013","leite"
"1905","SUDESTE",32,"ES",66,"17%",32,"8%",37,"10%",23,"6%",25,"7%",12,"3%",7,"2%",179,"47%",381,"2013","leite"
"1906","SUDESTE",31,"MG",831,"9%",681,"8%",843,"10%",837,"10%",606,"7%",578,"7%",482,"6%",3897,"45%",8755,"2013","leite"
"1907","SUDESTE",33,"RJ",296,"13%",131,"6%",181,"8%",194,"9%",97,"4%",56,"3%",41,"2%",1225,"55%",2221,"2013","leite"
"1908","SUDESTE",35,"SP",1546,"15%",649,"6%",764,"7%",708,"7%",411,"4%",241,"2%",239,"2%",6037,"57%",10595,"2013","leite"
"1909","TOTAL REGI√O SUDESTE",NA,"",2739,"12%",1493,"7%",1825,"8%",1762,"8%",1139,"5%",887,"4%",769,"4%",11338,"52%",21952,"2013","leite"
"1910","SUL",41,"PR",280,"14%",175,"8%",196,"9%",160,"8%",101,"5%",65,"3%",72,"3%",1016,"49%",2065,"2013","leite"
"1911","SUL",43,"RS",116,"13%",58,"6%",76,"8%",64,"7%",34,"4%",23,"3%",23,"3%",513,"57%",907,"2013","leite"
"1912","SUL",42,"SC",40,"7%",18,"3%",29,"5%",49,"9%",22,"4%",36,"7%",62,"11%",292,"53%",548,"2013","leite"
"1913","TOTAL REGI√O SUL",NA,"",436,"12%",251,"7%",301,"9%",273,"8%",157,"4%",124,"4%",157,"4%",1821,"52%",3520,"2013","leite"
"1914","TOTAL BRASIL",NA,"",7401,"15%",4064,"8%",4493,"9%",4153,"8%",2613,"5%",1995,"4%",1781,"4%",23623,"47%",50123,"2013","leite"
"1915","CENTRO-OESTE",53,"DF",448,"41%",200,"18%",112,"10%",86,"8%",39,"4%",29,"3%",33,"3%",135,"12%",1082,"2013","refrigerante"
"1916","CENTRO-OESTE",52,"GO",533,"33%",255,"16%",242,"15%",168,"10%",80,"5%",73,"5%",68,"4%",182,"11%",1601,"2013","refrigerante"
"1917","CENTRO-OESTE",50,"MS",441,"30%",284,"19%",233,"16%",163,"11%",84,"6%",63,"4%",40,"3%",167,"11%",1475,"2013","refrigerante"
"1918","CENTRO-OESTE",51,"MT",1120,"31%",665,"18%",504,"14%",397,"11%",210,"6%",144,"4%",129,"4%",471,"13%",3640,"2013","refrigerante"
"1919","TOTAL REGI√O CENTRO-OESTE",NA,"",2542,"33%",1404,"18%",1091,"14%",814,"10%",413,"5%",309,"4%",270,"3%",955,"12%",7798,"2013","refrigerante"
"1920","NORDESTE",27,"AL",788,"49%",389,"24%",216,"13%",92,"6%",25,"2%",21,"1%",17,"1%",75,"5%",1623,"2013","refrigerante"
"1921","NORDESTE",29,"BA",1620,"44%",897,"24%",469,"13%",246,"7%",119,"3%",61,"2%",63,"2%",226,"6%",3701,"2013","refrigerante"
"1922","NORDESTE",23,"CE",815,"43%",444,"23%",243,"13%",156,"8%",61,"3%",52,"3%",24,"1%",105,"6%",1900,"2013","refrigerante"
"1923","NORDESTE",21,"MA",261,"43%",157,"26%",87,"14%",39,"6%",15,"2%",14,"2%",12,"2%",26,"4%",611,"2013","refrigerante"
"1924","NORDESTE",25,"PB",355,"34%",417,"40%",103,"10%",49,"5%",24,"2%",16,"2%",7,"1%",64,"6%",1035,"2013","refrigerante"
"1925","NORDESTE",26,"PE",152,"52%",68,"23%",26,"9%",17,"6%",11,"4%",2,"1%",8,"3%",6,"2%",290,"2013","refrigerante"
"1926","NORDESTE",22,"PI",358,"36%",263,"27%",178,"18%",76,"8%",32,"3%",18,"2%",14,"1%",43,"4%",982,"2013","refrigerante"
"1927","NORDESTE",24,"RN",225,"46%",117,"24%",56,"12%",27,"6%",15,"3%",5,"1%",11,"2%",29,"6%",485,"2013","refrigerante"
"1928","NORDESTE",28,"SE",6,"40%",6,"40%",2,"13%",1,"7%",0,NA,0,NA,0,NA,0,NA,15,"2013","refrigerante"
"1929","TOTAL REGI√O NORDESTE",NA,"",4580,"43%",2758,"26%",1380,"13%",703,"7%",302,"3%",189,"2%",156,"1%",574,"5%",10642,"2013","refrigerante"
"1930","NORTE",12,"AC",8,"38%",6,"29%",3,"14%",3,"14%",0,NA,1,"5%",0,NA,0,NA,21,"2013","refrigerante"
"1931","NORTE",13,"AM",170,"36%",92,"19%",71,"15%",51,"11%",21,"4%",14,"3%",20,"4%",36,"8%",475,"2013","refrigerante"
"1932","NORTE",16,"AP",20,"31%",8,"12%",14,"22%",8,"12%",5,"8%",3,"5%",1,"2%",6,"9%",65,"2013","refrigerante"
"1933","NORTE",15,"PA",2027,"46%",960,"22%",597,"13%",367,"8%",122,"3%",77,"2%",67,"2%",226,"5%",4443,"2013","refrigerante"
"1934","NORTE",11,"RO",10,"42%",4,"17%",5,"21%",2,"8%",3,"13%",0,NA,0,NA,0,NA,24,"2013","refrigerante"
"1935","NORTE",14,"RR",3,"50%",1,"17%",0,NA,1,"17%",0,NA,0,NA,0,NA,1,"17%",6,"2013","refrigerante"
"1936","NORTE",17,"TO",401,"34%",256,"22%",200,"17%",121,"10%",50,"4%",29,"2%",29,"2%",100,"8%",1186,"2013","refrigerante"
"1937","TOTAL REGI√O NORTE",NA,"",2639,"42%",1327,"21%",890,"14%",553,"9%",201,"3%",124,"2%",117,"2%",369,"6%",6220,"2013","refrigerante"
"1938","SUDESTE",32,"ES",168,"44%",86,"23%",51,"13%",26,"7%",11,"3%",5,"1%",10,"3%",23,"6%",380,"2013","refrigerante"
"1939","SUDESTE",31,"MG",2650,"29%",2196,"24%",1588,"18%",966,"11%",455,"5%",262,"3%",238,"3%",689,"8%",9044,"2013","refrigerante"
"1940","SUDESTE",33,"RJ",667,"30%",323,"15%",324,"15%",209,"9%",98,"4%",81,"4%",68,"3%",452,"20%",2222,"2013","refrigerante"
"1941","SUDESTE",35,"SP",2864,"27%",1846,"17%",1361,"13%",1598,"15%",452,"4%",360,"3%",290,"3%",1822,"17%",10593,"2013","refrigerante"
"1942","TOTAL REGI√O SUDESTE",NA,"",6349,"29%",4451,"20%",3324,"15%",2799,"13%",1016,"5%",708,"3%",606,"3%",2986,"13%",22239,"2013","refrigerante"
"1943","SUL",41,"PR",704,"34%",531,"26%",334,"16%",174,"8%",73,"4%",40,"2%",27,"1%",179,"9%",2062,"2013","refrigerante"
"1944","SUL",43,"RS",234,"26%",187,"21%",121,"13%",96,"11%",30,"3%",27,"3%",33,"4%",179,"20%",907,"2013","refrigerante"
"1945","SUL",42,"SC",156,"28%",153,"28%",88,"16%",37,"7%",30,"5%",22,"4%",18,"3%",45,"8%",549,"2013","refrigerante"
"1946","TOTAL REGI√O SUL",NA,"",1094,"31%",871,"25%",543,"15%",307,"9%",133,"4%",89,"3%",78,"2%",403,"11%",3518,"2013","refrigerante"
"1947","TOTAL BRASIL",NA,"",17204,"34%",10811,"21%",7228,"14%",5176,"10%",2065,"4%",1419,"3%",1227,"2%",5287,"10%",50417,"2013","refrigerante"
"1948","CENTRO-OESTE",53,"DF",150,"14%",151,"14%",141,"13%",149,"14%",74,"7%",52,"5%",33,"3%",332,"31%",1082,"2013","salada crua"
"1949","CENTRO-OESTE",52,"GO",130,"8%",96,"6%",192,"12%",223,"14%",129,"8%",145,"9%",125,"8%",562,"35%",1602,"2013","salada crua"
"1950","CENTRO-OESTE",50,"MS",157,"11%",149,"10%",221,"15%",216,"15%",111,"8%",84,"6%",90,"6%",447,"30%",1475,"2013","salada crua"
"1951","CENTRO-OESTE",51,"MT",441,"12%",379,"10%",505,"14%",509,"14%",216,"6%",187,"5%",166,"5%",1254,"34%",3657,"2013","salada crua"
"1952","TOTAL REGI√O CENTRO-OESTE",NA,"",878,"11%",775,"10%",1059,"14%",1097,"14%",530,"7%",468,"6%",414,"5%",2595,"33%",7816,"2013","salada crua"
"1953","NORDESTE",27,"AL",260,"16%",173,"11%",302,"19%",217,"13%",94,"6%",76,"5%",53,"3%",452,"28%",1627,"2013","salada crua"
"1954","NORDESTE",29,"BA",572,"15%",418,"11%",577,"16%",503,"14%",227,"6%",177,"5%",214,"6%",1015,"27%",3703,"2013","salada crua"
"1955","NORDESTE",23,"CE",738,"39%",291,"15%",340,"18%",219,"12%",57,"3%",41,"2%",28,"1%",190,"10%",1904,"2013","salada crua"
"1956","NORDESTE",21,"MA",169,"28%",156,"25%",119,"19%",75,"12%",21,"3%",13,"2%",10,"2%",51,"8%",614,"2013","salada crua"
"1957","NORDESTE",25,"PB",226,"22%",89,"9%",100,"10%",104,"10%",249,"24%",31,"3%",23,"2%",213,"21%",1035,"2013","salada crua"
"1958","NORDESTE",26,"PE",76,"26%",38,"13%",54,"19%",37,"13%",15,"5%",8,"3%",11,"4%",52,"18%",291,"2013","salada crua"
"1959","NORDESTE",22,"PI",294,"30%",156,"16%",181,"18%",119,"12%",47,"5%",29,"3%",12,"1%",143,"15%",981,"2013","salada crua"
"1960","NORDESTE",24,"RN",160,"33%",69,"14%",60,"12%",47,"10%",25,"5%",17,"3%",9,"2%",99,"20%",486,"2013","salada crua"
"1961","NORDESTE",28,"SE",1,"7%",1,"7%",1,"7%",4,"27%",2,"13%",1,"7%",1,"7%",4,"27%",15,"2013","salada crua"
"1962","TOTAL REGI√O NORDESTE",NA,"",2496,"23%",1391,"13%",1734,"16%",1325,"12%",737,"7%",393,"4%",361,"3%",2219,"21%",10656,"2013","salada crua"
"1963","NORTE",12,"AC",12,"57%",1,"5%",1,"5%",1,"5%",0,NA,0,NA,4,"19%",2,"10%",21,"2013","salada crua"
"1964","NORTE",13,"AM",196,"41%",80,"17%",84,"18%",45,"9%",9,"2%",13,"3%",6,"1%",43,"9%",476,"2013","salada crua"
"1965","NORTE",16,"AP",30,"46%",7,"11%",10,"15%",2,"3%",3,"5%",0,NA,1,"2%",12,"18%",65,"2013","salada crua"
"1966","NORTE",15,"PA",1836,"41%",711,"16%",622,"14%",399,"9%",136,"3%",108,"2%",114,"3%",528,"12%",4454,"2013","salada crua"
"1967","NORTE",11,"RO",2,"8%",3,"13%",1,"4%",5,"21%",4,"17%",1,"4%",1,"4%",7,"29%",24,"2013","salada crua"
"1968","NORTE",14,"RR",4,"67%",0,NA,0,NA,0,NA,1,"17%",0,NA,0,NA,1,"17%",6,"2013","salada crua"
"1969","NORTE",17,"TO",210,"18%",133,"11%",190,"16%",166,"14%",81,"7%",65,"5%",63,"5%",278,"23%",1186,"2013","salada crua"
"1970","TOTAL REGI√O NORTE",NA,"",2290,"37%",935,"15%",908,"15%",618,"10%",234,"4%",187,"3%",189,"3%",871,"14%",6232,"2013","salada crua"
"1971","SUDESTE",32,"ES",52,"14%",31,"8%",44,"12%",42,"11%",16,"4%",14,"4%",16,"4%",166,"44%",381,"2013","salada crua"
"1972","SUDESTE",31,"MG",895,"10%",885,"10%",1234,"14%",1433,"16%",897,"10%",699,"8%",616,"7%",2416,"27%",9075,"2013","salada crua"
"1973","SUDESTE",33,"RJ",494,"22%",309,"14%",377,"17%",296,"13%",116,"5%",91,"4%",61,"3%",480,"22%",2224,"2013","salada crua"
"1974","SUDESTE",35,"SP",1222,"12%",1621,"15%",1427,"13%",1385,"13%",946,"9%",629,"6%",392,"4%",2977,"28%",10599,"2013","salada crua"
"1975","TOTAL REGI√O SUDESTE",NA,"",2663,"12%",2846,"13%",3082,"14%",3156,"14%",1975,"9%",1433,"6%",1085,"5%",6039,"27%",22279,"2013","salada crua"
"1976","SUL",41,"PR",153,"7%",156,"8%",258,"13%",295,"14%",155,"8%",118,"6%",116,"6%",809,"39%",2060,"2013","salada crua"
"1977","SUL",43,"RS",96,"11%",76,"8%",106,"12%",112,"12%",62,"7%",64,"7%",33,"4%",358,"39%",907,"2013","salada crua"
"1978","SUL",42,"SC",42,"8%",25,"5%",48,"9%",78,"14%",37,"7%",29,"5%",45,"8%",245,"45%",549,"2013","salada crua"
"1979","TOTAL REGI√O SUL",NA,"",291,"8%",257,"7%",412,"12%",485,"14%",254,"7%",211,"6%",194,"6%",1412,"40%",3516,"2013","salada crua"
"1980","TOTAL BRASIL",NA,"",8618,"17%",6204,"12%",7195,"14%",6681,"13%",3730,"7%",2692,"5%",2243,"4%",13136,"26%",50499,"2013","salada crua"
"1981","CENTRO-OESTE",53,"DF",528,"51%",208,"20%",114,"11%",82,"8%",31,"3%",12,"1%",17,"2%",42,"4%",1034,"2014","batata frita,batata de pacote,salgado frito"
"1982","CENTRO-OESTE",52,"GO",466,"37%",272,"22%",166,"13%",142,"11%",82,"7%",32,"3%",26,"2%",68,"5%",1254,"2014","batata frita,batata de pacote,salgado frito"
"1983","CENTRO-OESTE",50,"MS",361,"45%",174,"22%",95,"12%",64,"8%",34,"4%",26,"3%",15,"2%",39,"5%",808,"2014","batata frita,batata de pacote,salgado frito"
"1984","CENTRO-OESTE",51,"MT",1036,"49%",448,"21%",246,"12%",132,"6%",65,"3%",44,"2%",32,"2%",93,"4%",2096,"2014","batata frita,batata de pacote,salgado frito"
"1985","TOTAL REGI√O CENTRO-OESTE",NA,"",2391,"46%",1102,"21%",621,"12%",420,"8%",212,"4%",114,"2%",90,"2%",242,"5%",5192,"2014","batata frita,batata de pacote,salgado frito"
"1986","NORDESTE",27,"AL",583,"60%",183,"19%",89,"9%",42,"4%",21,"2%",8,"1%",10,"1%",37,"4%",973,"2014","batata frita,batata de pacote,salgado frito"
"1987","NORDESTE",29,"BA",1132,"58%",430,"22%",191,"10%",68,"3%",31,"2%",23,"1%",14,"1%",54,"3%",1943,"2014","batata frita,batata de pacote,salgado frito"
"1988","NORDESTE",23,"CE",530,"55%",184,"19%",106,"11%",49,"5%",25,"3%",18,"2%",10,"1%",36,"4%",958,"2014","batata frita,batata de pacote,salgado frito"
"1989","NORDESTE",21,"MA",155,"57%",46,"17%",32,"12%",17,"6%",6,"2%",3,"1%",4,"1%",10,"4%",273,"2014","batata frita,batata de pacote,salgado frito"
"1990","NORDESTE",25,"PB",275,"33%",125,"15%",63,"7%",319,"38%",19,"2%",12,"1%",6,"1%",24,"3%",843,"2014","batata frita,batata de pacote,salgado frito"
"1991","NORDESTE",26,"PE",217,"46%",126,"27%",65,"14%",25,"5%",10,"2%",13,"3%",5,"1%",14,"3%",475,"2014","batata frita,batata de pacote,salgado frito"
"1992","NORDESTE",22,"PI",310,"60%",103,"20%",52,"10%",19,"4%",10,"2%",8,"2%",4,"1%",7,"1%",513,"2014","batata frita,batata de pacote,salgado frito"
"1993","NORDESTE",24,"RN",491,"56%",162,"18%",100,"11%",46,"5%",17,"2%",12,"1%",11,"1%",45,"5%",884,"2014","batata frita,batata de pacote,salgado frito"
"1994","NORDESTE",28,"SE",2,"40%",1,"20%",1,"20%",0,NA,0,NA,1,"20%",0,NA,0,NA,5,"2014","batata frita,batata de pacote,salgado frito"
"1995","TOTAL REGI√O NORDESTE",NA,"",3695,"54%",1360,"20%",699,"10%",585,"9%",139,"2%",98,"1%",64,"1%",227,"3%",6867,"2014","batata frita,batata de pacote,salgado frito"
"1996","NORTE",12,"AC",52,"76%",6,"9%",3,"4%",1,"1%",0,NA,5,"7%",0,NA,1,"1%",68,"2014","batata frita,batata de pacote,salgado frito"
"1997","NORTE",13,"AM",93,"40%",65,"28%",20,"9%",20,"9%",7,"3%",4,"2%",4,"2%",17,"7%",230,"2014","batata frita,batata de pacote,salgado frito"
"1998","NORTE",16,"AP",319,"61%",85,"16%",39,"7%",27,"5%",15,"3%",10,"2%",6,"1%",26,"5%",527,"2014","batata frita,batata de pacote,salgado frito"
"1999","NORTE",15,"PA",2323,"58%",704,"17%",422,"10%",263,"7%",110,"3%",60,"1%",29,"1%",117,"3%",4028,"2014","batata frita,batata de pacote,salgado frito"
"2000","NORTE",11,"RO",6,"43%",4,"29%",1,"7%",0,NA,3,"21%",0,NA,0,NA,0,NA,14,"2014","batata frita,batata de pacote,salgado frito"
"2001","NORTE",14,"RR",6,"86%",1,"14%",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,7,"2014","batata frita,batata de pacote,salgado frito"
"2002","NORTE",17,"TO",514,"45%",287,"25%",158,"14%",60,"5%",31,"3%",21,"2%",21,"2%",46,"4%",1138,"2014","batata frita,batata de pacote,salgado frito"
"2003","TOTAL REGI√O NORTE",NA,"",3313,"55%",1152,"19%",643,"11%",371,"6%",166,"3%",100,"2%",60,"1%",207,"3%",6012,"2014","batata frita,batata de pacote,salgado frito"
"2004","SUDESTE",32,"ES",159,"48%",77,"23%",39,"12%",20,"6%",14,"4%",4,"1%",2,"1%",17,"5%",332,"2014","batata frita,batata de pacote,salgado frito"
"2005","SUDESTE",31,"MG",3605,"33%",2926,"26%",1848,"17%",1114,"10%",553,"5%",325,"3%",204,"2%",509,"5%",11084,"2014","batata frita,batata de pacote,salgado frito"
"2006","SUDESTE",33,"RJ",474,"31%",299,"19%",245,"16%",184,"12%",91,"6%",65,"4%",40,"3%",152,"10%",1550,"2014","batata frita,batata de pacote,salgado frito"
"2007","SUDESTE",35,"SP",3476,"36%",2307,"24%",1431,"15%",835,"9%",383,"4%",226,"2%",166,"2%",761,"8%",9585,"2014","batata frita,batata de pacote,salgado frito"
"2008","TOTAL REGI√O SUDESTE",NA,"",7714,"34%",5609,"25%",3563,"16%",2153,"10%",1041,"5%",620,"3%",412,"2%",1439,"6%",22551,"2014","batata frita,batata de pacote,salgado frito"
"2009","SUL",41,"PR",562,"39%",381,"27%",268,"19%",105,"7%",47,"3%",14,"1%",11,"1%",39,"3%",1427,"2014","batata frita,batata de pacote,salgado frito"
"2010","SUL",43,"RS",360,"39%",249,"27%",136,"15%",64,"7%",25,"3%",15,"2%",20,"2%",46,"5%",915,"2014","batata frita,batata de pacote,salgado frito"
"2011","SUL",42,"SC",126,"39%",99,"30%",50,"15%",23,"7%",10,"3%",2,"1%",5,"2%",11,"3%",326,"2014","batata frita,batata de pacote,salgado frito"
"2012","TOTAL REGI√O SUL",NA,"",1048,"39%",729,"27%",454,"17%",192,"7%",82,"3%",31,"1%",36,"1%",96,"4%",2668,"2014","batata frita,batata de pacote,salgado frito"
"2013","TOTAL BRASIL",NA,"",18161,"42%",9952,"23%",5980,"14%",3721,"9%",1640,"4%",963,"2%",662,"2%",2211,"5%",43290,"2014","batata frita,batata de pacote,salgado frito"
"2014","CENTRO-OESTE",53,"DF",383,"37%",176,"17%",127,"12%",126,"12%",62,"6%",32,"3%",23,"2%",105,"10%",1034,"2014","biscoito doce, doces, balas, chocolates"
"2015","CENTRO-OESTE",52,"GO",415,"33%",224,"18%",190,"15%",178,"14%",65,"5%",39,"3%",29,"2%",112,"9%",1252,"2014","biscoito doce, doces, balas, chocolates"
"2016","CENTRO-OESTE",50,"MS",284,"35%",173,"21%",99,"12%",75,"9%",42,"5%",34,"4%",27,"3%",74,"9%",808,"2014","biscoito doce, doces, balas, chocolates"
"2017","CENTRO-OESTE",51,"MT",790,"38%",364,"17%",267,"13%",249,"12%",92,"4%",65,"3%",60,"3%",207,"10%",2094,"2014","biscoito doce, doces, balas, chocolates"
"2018","TOTAL REGI√O CENTRO-OESTE",NA,"",1872,"36%",937,"18%",683,"13%",628,"12%",261,"5%",170,"3%",139,"3%",498,"10%",5188,"2014","biscoito doce, doces, balas, chocolates"
"2019","NORDESTE",27,"AL",295,"31%",176,"18%",141,"15%",110,"11%",51,"5%",32,"3%",23,"2%",138,"14%",966,"2014","biscoito doce, doces, balas, chocolates"
"2020","NORDESTE",29,"BA",940,"48%",359,"19%",233,"12%",126,"6%",66,"3%",43,"2%",39,"2%",133,"7%",1939,"2014","biscoito doce, doces, balas, chocolates"
